destination_id,name,category,province,lat,lon,hidden_gem,avg_rating,popularity_rank,seasonal_availability,carbon_footprint_index,wildlife_disturbance_risk,plastic_pollution_risk,community_benefit_score,carrying_capacity_adherence,eco_score
DEST_0138,Kalpitiya Secret National Park,Wildlife,North Western Province,8.072935,80.309078,False,4.7,104,Year-Round,51,24,23,44,True,67.8
DEST_0139,Monaragala Secret Gap,Nature & Viewpoint,Uva Province,6.896148,81.451741,False,4.9,300,Year-Round,54,0,67,84,True,73.2
DEST_0140,Mount Lavinia Central Ruins,Heritage & Culture,Western Province,6.924712,80.092739,False,4.8,205,Year-Round,26,5,71,78,True,77.5
DEST_0141,Kalutara Secret Temple,Heritage & Culture,Western Province,7.108773,79.917605,False,4.7,93,Year-Round,37,19,42,56,True,71.8
DEST_0142,Mullaitivu Bay,Beach,Northern Province,9.281402,80.457328,True,4.4,157,Year-Round,5,19,18,62,True,84.7
DEST_0143,Polonnaruwa Hidden Peak,Nature & Viewpoint,North Central Province,7.950182,80.527626,False,3.8,260,Year-Round,58,1,54,54,False,58.0
DEST_0144,Kegalle Grand Estate,Nature & Viewpoint,Sabaragamuwa Province,7.096431,80.498678,False,4.4,132,Year-Round,58,2,31,38,False,58.1
DEST_0145,Anuradhapura Grand National Park,Wildlife,North Central Province,7.863656,80.213172,False,4.3,71,Year-Round,54,20,33,47,False,56.9
DEST_0146,Mullaitivu Cove,Beach,Northern Province,9.343507,80.288046,False,4.1,150,Year-Round,57,6,60,71,False,59.8
DEST_0147,Habarana Beach,Beach,North Central Province,8.142218,80.275191,True,4.6,182,Year-Round,41,5,35,71,True,77.7
DEST_0148,Mannar Hidden Bird Sanctuary,Wildlife,Northern Province,9.780162,80.360343,False,4.3,69,Year-Round,15,15,55,86,True,82.2
DEST_0149,Kurunegala Central Temple,Heritage & Culture,North Western Province,7.436145,79.878824,False,4.4,281,Year-Round,17,19,66,67,True,75.5
DEST_0150,Matara Royal Kovil,Heritage & Culture,Southern Province,6.39696,80.989664,False,4.6,216,Year-Round,9,4,17,41,True,82.6
DEST_0151,Kalpitiya Secret Reserve,Wildlife,North Western Province,7.860268,79.715552,False,4.6,91,Year-Round,14,10,40,85,False,75.5
DEST_0152,Kalutara Ella,Waterfall,Western Province,6.502761,80.057788,False,4.6,191,Year-Round,21,3,66,74,True,79.1
DEST_0153,Colombo Hidden Kovil,Heritage & Culture,Western Province,6.815912,80.073519,False,4.2,27,Year-Round,45,6,48,78,True,75.9
DEST_0154,Puttalam Secret Ruins,Heritage & Culture,North Western Province,7.834733,80.258603,True,4.0,255,Year-Round,36,11,56,84,False,67.2
DEST_0155,Tangalle Beach,Beach,Southern Province,6.001714,80.903914,False,4.7,273,Nov-April,49,13,71,65,False,57.5
DEST_0156,Kurunegala Sands,Beach,North Western Province,7.863774,79.821649,True,4.5,261,Year-Round,37,3,46,77,True,78.7
DEST_0157,Mannar Hidden National Park,Wildlife,Northern Province,8.923702,80.435434,False,4.6,237,Year-Round,9,20,41,86,True,84.8
DEST_0158,Vavuniya Grand Gap,Nature & Viewpoint,Northern Province,9.30291,79.914192,False,4.7,137,Year-Round,29,20,25,50,False,65.0
DEST_0159,Sigiriya Ella,Waterfall,North Central Province,7.929111,80.459092,False,4.6,239,Year-Round,52,13,70,67,True,67.3
DEST_0160,Polonnaruwa Secret Viewpoint,Nature & Viewpoint,North Central Province,8.029705,80.568095,True,4.2,145,Year-Round,53,10,35,39,True,67.3
DEST_0161,Kegalle Central Temple,Heritage & Culture,Sabaragamuwa Province,6.313043,80.217582,False,3.9,164,Year-Round,23,20,55,78,True,77.6
DEST_0162,Nilaveli Ella,Waterfall,Eastern Province,7.869393,81.223462,False,4.1,254,Year-Round,34,4,23,59,False,69.0
DEST_0163,Kalutara Royal Peak,Nature & Viewpoint,Western Province,6.55114,80.115708,True,4.4,157,Year-Round,43,3,21,34,False,62.3
DEST_0164,Ella Secret Bird Sanctuary,Wildlife,Central Province,7.141328,80.763638,True,4.0,89,Year-Round,46,12,74,60,True,67.0
DEST_0165,Kalutara Central Sanctuary,Nature & Viewpoint,Western Province,6.5334,80.109929,False,3.9,39,Year-Round,45,14,24,39,True,70.2
DEST_0166,Kitulgala Grand Safari,Wildlife,Sabaragamuwa Province,6.403313,80.365401,False,4.4,218,Year-Round,46,4,12,41,True,74.1
DEST_0167,Monaragala Royal Safari,Wildlife,Uva Province,6.90925,80.949977,True,4.9,161,Year-Round,23,9,41,81,True,82.5
DEST_0168,Haputale Ancient Stupa,Heritage & Culture,Uva Province,6.783449,81.484605,True,4.3,59,Year-Round,49,14,49,65,True,70.6
DEST_0169,Ratnapura Ancient Kovil,Heritage & Culture,Sabaragamuwa Province,6.955387,80.499209,False,4.3,132,Year-Round,58,19,22,35,True,65.4
DEST_0170,Batticaloa Royal Viewpoint,Nature & Viewpoint,Eastern Province,8.193938,81.685756,False,3.8,47,Year-Round,21,13,34,31,True,73.2
DEST_0171,Vavuniya Hidden Viharaya,Heritage & Culture,Northern Province,9.504011,80.203352,False,4.9,230,Year-Round,46,13,57,63,True,70.0
DEST_0172,Kalutara Ancient Stupa,Heritage & Culture,Western Province,7.041368,80.085606,False,4.6,190,Year-Round,12,17,47,87,True,84.0
DEST_0173,Unawatuna Hidden Peak,Nature & Viewpoint,Southern Province,6.016541,80.640236,False,3.8,124,Year-Round,29,14,10,62,True,80.8
DEST_0174,Kurunegala Bay,Beach,North Western Province,7.909894,79.807912,False,3.9,104,Year-Round,48,10,16,59,True,75.4
DEST_0175,Anuradhapura Hidden Reserve,Wildlife,North Central Province,8.226274,80.369545,False,4.1,148,Year-Round,46,19,75,75,True,68.5
DEST_0176,Monaragala Secret Estate,Nature & Viewpoint,Uva Province,6.847895,81.344424,True,4.7,97,Year-Round,10,17,36,42,True,77.1
DEST_0177,Nuwara Eliya Central National Park,Wildlife,Central Province,6.933624,80.789577,True,4.4,24,Year-Round,31,31,76,56,True,65.8
DEST_0178,Mannar Royal Ruins,Heritage & Culture,Northern Province,9.49736,80.404234,False,4.6,164,Year-Round,46,20,76,64,True,65.9
DEST_0179,Puttalam Hidden Temple,Heritage & Culture,North Western Province,8.019419,80.242742,False,4.2,24,Year-Round,44,13,10,34,False,61.7
DEST_0180,Jaffna Sands,Beach,Northern Province,8.877559,80.581028,True,3.9,213,Year-Round,44,15,34,78,True,76.5
DEST_0181,Mullaitivu Secret Rock,Nature & Viewpoint,Northern Province,9.543639,80.362331,False,3.9,50,Year-Round,28,5,14,78,True,85.5
DEST_0182,Jaffna Hidden Estate,Nature & Viewpoint,Northern Province,9.41759,79.961679,False,4.0,88,Year-Round,38,14,76,76,True,71.5
DEST_0183,Haputale Central National Park,Wildlife,Uva Province,6.724275,81.145944,False,4.8,288,Year-Round,47,20,31,40,True,67.6
DEST_0184,Vavuniya Secret Bird Sanctuary,Wildlife,Northern Province,9.614098,80.441629,False,4.2,95,Year-Round,32,12,37,71,False,68.2
DEST_0185,Haputale Central Estate,Nature & Viewpoint,Uva Province,6.934055,81.076206,False,4.1,39,Year-Round,9,10,11,89,True,91.9
DEST_0186,Galle Cascade,Waterfall,Southern Province,6.122682,80.301521,True,4.8,148,Year-Round,35,15,10,74,True,81.5
DEST_0187,Monaragala Ancient Estate,Nature & Viewpoint,Uva Province,6.734235,81.362914,False,3.9,215,Year-Round,12,19,24,61,True,81.8
DEST_0188,Trincomalee Cascade,Waterfall,Eastern Province,8.595731,81.599446,False,4.4,241,Year-Round,51,7,22,62,True,74.9
DEST_0189,Haputale Ancient Temple,Heritage & Culture,Uva Province,6.793352,81.299073,False,4.6,264,Year-Round,43,15,42,69,True,73.8
DEST_0190,Mount Lavinia Hidden Stupa,Heritage & Culture,Western Province,7.182508,80.028979,False,3.9,175,Year-Round,15,6,15,37,True,80.2
DEST_0191,Kitulgala Secret Viewpoint,Nature & Viewpoint,Sabaragamuwa Province,6.961629,80.504748,False,4.0,293,Year-Round,47,3,10,44,True,75.0
DEST_0192,Nuwara Eliya Sands,Beach,Central Province,7.068889,80.87172,False,4.5,219,Year-Round,29,8,67,57,False,62.5
DEST_0193,Habarana Central National Park,Wildlife,North Central Province,8.489723,80.544405,False,4.0,186,Year-Round,44,33,53,77,False,59.8
DEST_0194,Haputale Royal Viewpoint,Nature & Viewpoint,Uva Province,6.973542,81.2883,False,4.5,272,Year-Round,47,10,48,32,True,65.4
DEST_0195,Monaragala Ella,Waterfall,Uva Province,7.07749,81.195513,False,4.0,270,Year-Round,53,7,73,84,False,61.2
DEST_0196,Arugam Bay Royal National Park,Wildlife,Eastern Province,8.316633,81.386954,False,4.5,244,Year-Round,41,25,13,44,True,71.6
DEST_0197,Vavuniya Royal Bird Sanctuary,Wildlife,Northern Province,9.173023,80.339947,True,3.9,189,Year-Round,55,34,39,62,True,66.0
DEST_0198,Ella Hidden Reserve,Wildlife,Central Province,7.054705,80.710458,False,4.6,284,Year-Round,29,1,26,83,True,85.2
DEST_0199,Monaragala Grand Bird Sanctuary,Wildlife,Uva Province,7.097702,81.450299,False,4.8,32,Year-Round,31,11,78,85,False,65.3
DEST_0200,Kurunegala Secret Safari,Wildlife,North Western Province,7.476856,80.108424,False,4.8,83,Year-Round,49,14,47,63,True,70.5
DEST_0201,Hikkaduwa Bay,Beach,Southern Province,6.290035,80.185931,True,3.8,127,Nov-April,43,18,17,36,True,70.3
DEST_0202,Nuwara Eliya Secret Fortress,Heritage & Culture,Central Province,7.338539,80.799006,False,4.8,235,Year-Round,28,19,45,85,True,79.5
DEST_0203,Bandarawela Bay,Beach,Uva Province,7.048356,80.988068,True,4.4,76,Year-Round,19,20,22,36,False,65.2
DEST_0204,Mannar Falls,Waterfall,Northern Province,9.171474,80.209272,False,4.1,233,Year-Round,46,1,80,47,False,55.7
DEST_0205,Galle Royal Viharaya,Heritage & Culture,Southern Province,6.120848,80.405733,False,3.9,227,Year-Round,58,5,67,72,False,58.9
DEST_0206,Mirissa Sands,Beach,Southern Province,5.914965,80.232429,True,4.3,108,Nov-April,43,9,58,36,False,56.0
DEST_0207,Negombo Grand Temple,Heritage & Culture,Western Province,6.968578,80.135005,False,4.7,100,Year-Round,7,13,17,89,False,80.9
DEST_0208,Kalutara Grand Safari,Wildlife,Western Province,6.832694,80.167059,True,4.3,168,Year-Round,31,0,63,71,True,77.0
DEST_0209,Polonnaruwa Royal Fortress,Heritage & Culture,North Central Province,8.426511,80.769363,False,4.3,176,Year-Round,44,10,65,75,False,62.2
DEST_0210,Negombo Grand Sanctuary,Nature & Viewpoint,Western Province,6.677887,79.979004,False,4.4,82,Year-Round,55,6,66,61,False,57.4
DEST_0211,Mannar Bay,Beach,Northern Province,9.16547,80.430782,False,4.4,271,Year-Round,26,5,39,81,False,72.8
DEST_0212,Kalpitiya Cascade,Waterfall,North Western Province,7.763813,80.114178,False,3.9,121,Year-Round,18,16,47,90,False,73.2
DEST_0213,Kurunegala Hidden Viharaya,Heritage & Culture,North Western Province,7.92016,80.106711,False,4.7,257,Year-Round,47,12,35,44,False,59.4
DEST_0214,Polonnaruwa Grand Kovil,Heritage & Culture,North Central Province,8.128784,80.252365,False,3.9,58,Year-Round,40,5,10,78,True,83.1
DEST_0215,Trincomalee Ella,Waterfall,Eastern Province,7.29971,81.739097,True,3.9,300,Year-Round,30,5,23,31,True,74.2
DEST_0216,Jaffna Central Safari,Wildlife,Northern Province,9.371543,79.93338,False,4.5,92,Year-Round,58,1,78,33,True,60.2
DEST_0217,Kegalle Central Ruins,Heritage & Culture,Sabaragamuwa Province,7.095228,80.264071,False,4.8,292,Year-Round,27,15,56,49,True,71.7
DEST_0218,Galle Bay,Beach,Southern Province,6.03832,80.550998,True,3.9,70,Nov-April,38,9,24,35,False,62.1
DEST_0219,Batticaloa Cove,Beach,Eastern Province,8.096851,81.146077,True,3.9,34,May-Oct,17,14,26,79,False,74.9
DEST_0220,Kegalle Bay,Beach,Sabaragamuwa Province,7.046396,80.331466,False,4.4,32,Year-Round,25,14,32,43,True,74.8
DEST_0221,Negombo Royal Bird Sanctuary,Wildlife,Western Province,7.21234,80.062762,False,3.9,299,Year-Round,53,9,79,57,True,64.5
DEST_0222,Vavuniya Grand Viewpoint,Nature & Viewpoint,Northern Province,9.716979,80.10639,False,4.8,173,Year-Round,42,2,24,83,False,72.1
DEST_0223,Sigiriya Central Stupa,Heritage & Culture,North Central Province,8.029558,80.670023,True,4.0,284,Year-Round,58,16,57,53,True,64.3
DEST_0224,Galle Ancient Ruins,Heritage & Culture,Southern Province,6.031189,80.024583,False,4.5,126,Year-Round,55,6,37,32,True,65.9
DEST_0225,Trincomalee Secret Kovil,Heritage & Culture,Eastern Province,6.900563,81.417654,False,4.0,25,Year-Round,58,7,56,41,True,63.9
DEST_0226,Mannar Ancient Safari,Wildlife,Northern Province,9.406706,80.38562,False,4.1,184,Year-Round,34,9,70,74,True,74.0
DEST_0227,Kalutara Falls,Waterfall,Western Province,6.644107,80.00303,True,4.7,135,Year-Round,32,3,42,43,True,73.7
DEST_0228,Vavuniya Grand Ruins,Heritage & Culture,Northern Province,8.839295,80.095178,False,3.8,162,Year-Round,26,20,46,39,True,70.4
DEST_0229,Habarana Cascade,Waterfall,North Central Province,8.10458,80.711914,False,4.8,294,Year-Round,5,9,39,49,True,80.9
DEST_0230,Kegalle Ancient Ruins,Heritage & Culture,Sabaragamuwa Province,6.613457,80.41767,False,4.2,33,Year-Round,19,19,15,87,False,76.6
DEST_0231,Puttalam Secret Rock,Nature & Viewpoint,North Western Province,7.828937,79.979576,False,4.2,79,Year-Round,35,1,65,46,False,60.5
DEST_0232,Tangalle Ancient Reserve,Wildlife,Southern Province,6.237362,80.337007,False,3.9,196,Year-Round,33,4,44,32,True,70.8
DEST_0233,Batticaloa Royal Ruins,Heritage & Culture,Eastern Province,7.239537,81.252708,True,4.3,248,Year-Round,51,11,67,73,True,69.6
DEST_0234,Vavuniya Secret Safari,Wildlife,Northern Province,9.304626,79.935669,False,4.7,124,Year-Round,46,13,75,88,True,72.2
DEST_0235,Haputale Falls,Waterfall,Uva Province,7.008008,80.951865,False,4.8,214,Year-Round,33,6,33,47,False,65.0
DEST_0236,Kandy Falls,Waterfall,Central Province,7.279189,80.829362,True,4.7,255,Year-Round,58,10,30,53,True,69.6
DEST_0237,Habarana Falls,Waterfall,North Central Province,8.434819,80.240954,True,4.7,42,Year-Round,39,6,78,39,True,65.1
DEST_0238,Monaragala Bay,Beach,Uva Province,6.785753,81.144073,True,4.8,115,Year-Round,58,13,34,84,True,74.6
DEST_0239,Anuradhapura Central Fortress,Heritage & Culture,North Central Province,8.198884,80.879786,False,4.4,53,Year-Round,38,20,70,84,True,72.8
DEST_0240,Polonnaruwa Secret Bird Sanctuary,Wildlife,North Central Province,8.46166,80.252207,False,4.2,155,Year-Round,15,7,54,75,True,81.8
DEST_0241,Anuradhapura Ella,Waterfall,North Central Province,8.26718,80.509709,False,4.4,140,Year-Round,35,4,55,70,True,76.2
DEST_0242,Jaffna Hidden Viharaya,Heritage & Culture,Northern Province,9.491724,79.937947,False,3.9,105,Year-Round,43,5,52,81,False,66.7
DEST_0243,Monaragala Cove,Beach,Uva Province,6.802845,80.990842,False,4.7,61,Year-Round,23,17,63,88,True,79.0
DEST_0244,Bandarawela Ella,Waterfall,Uva Province,6.768581,81.08973,False,4.6,159,Year-Round,15,1,58,87,True,84.8
DEST_0245,Ratnapura Central Peak,Nature & Viewpoint,Sabaragamuwa Province,6.926459,80.358858,False,4.7,110,Year-Round,23,5,76,53,True,72.5
DEST_0246,Puttalam Hidden Ruins,Heritage & Culture,North Western Province,7.914294,80.145041,False,4.8,197,Year-Round,33,20,31,71,False,67.3
DEST_0247,Ratnapura Falls,Waterfall,Sabaragamuwa Province,6.999702,80.468222,False,4.0,221,Year-Round,60,3,53,68,False,60.1
DEST_0248,Badulla Falls,Waterfall,Uva Province,6.707413,81.245827,False,4.8,259,Year-Round,34,6,42,53,True,74.6
DEST_0249,Kegalle Cove,Beach,Sabaragamuwa Province,6.748757,80.386124,False,4.0,269,Year-Round,41,14,41,60,True,72.8
DEST_0250,Ratnapura Royal Fortress,Heritage & Culture,Sabaragamuwa Province,6.731765,80.247205,False,4.7,204,Year-Round,42,10,79,37,False,53.0
DEST_0251,Mirissa Grand Reserve,Wildlife,Southern Province,6.114388,80.253093,False,4.8,246,Year-Round,56,11,78,43,True,60.7
DEST_0252,Colombo Hidden Fortress,Heritage & Culture,Western Province,6.744302,80.004468,False,3.9,84,Year-Round,27,17,71,67,False,62.6
DEST_0253,Anuradhapura Cascade,Waterfall,North Central Province,8.293939,80.461413,True,4.8,189,Year-Round,17,14,19,84,False,76.9
DEST_0254,Tangalle Sands,Beach,Southern Province,6.082662,80.9513,False,3.8,84,Nov-April,31,15,45,82,True,78.9
DEST_0255,Anuradhapura Hidden Bird Sanctuary,Wildlife,North Central Province,8.033863,80.252729,False,4.7,184,Year-Round,10,15,18,75,True,86.8
DEST_0256,Badulla Secret Estate,Nature & Viewpoint,Uva Province,7.022348,80.961967,False,4.3,136,Year-Round,19,16,16,38,False,67.2
DEST_0257,Kalpitiya Ancient Stupa,Heritage & Culture,North Western Province,7.602746,80.04018,False,4.4,198,Year-Round,5,6,58,86,True,86.0
DEST_0258,Mount Lavinia Grand Ruins,Heritage & Culture,Western Province,6.880056,79.932192,False,4.2,62,Year-Round,22,12,10,54,True,81.4
DEST_0259,Kegalle Ella,Waterfall,Sabaragamuwa Province,6.604485,80.514034,False,4.7,234,Year-Round,39,14,59,63,True,71.2
DEST_0260,Kurunegala Cove,Beach,North Western Province,7.494102,80.069143,True,4.7,31,Year-Round,13,14,79,82,False,68.5
DEST_0261,Sigiriya Cascade,Waterfall,North Central Province,8.041742,80.574547,False,4.6,39,Year-Round,18,18,78,75,False,65.2
DEST_0262,Trincomalee Royal National Park,Wildlife,Eastern Province,7.55329,81.380838,True,4.5,165,Year-Round,18,21,53,42,False,61.7
DEST_0263,Monaragala Secret Viewpoint,Nature & Viewpoint,Uva Province,6.837739,81.40914,True,4.3,162,Year-Round,25,13,77,58,False,61.2
DEST_0264,Nilaveli Central Bird Sanctuary,Wildlife,Eastern Province,8.721104,81.233414,True,4.7,107,Year-Round,50,34,50,73,False,57.8
DEST_0265,Negombo Cove,Beach,Western Province,6.662403,80.108381,True,4.6,48,Year-Round,43,12,60,36,True,65.1
DEST_0266,Kitulgala Secret Peak,Nature & Viewpoint,Sabaragamuwa Province,6.529953,80.391816,False,3.9,230,Year-Round,58,4,57,49,True,66.0
DEST_0267,Kalutara Secret Kovil,Heritage & Culture,Western Province,6.86631,79.853849,False,4.6,169,Year-Round,57,9,37,32,True,64.8
DEST_0268,Ratnapura Central National Park,Wildlife,Sabaragamuwa Province,6.76863,80.316243,False,4.8,187,Year-Round,38,8,76,35,True,64.5
DEST_0269,Sigiriya Royal National Park,Wildlife,North Central Province,8.35588,80.025324,False,3.9,171,Year-Round,9,34,17,71,True,82.6
DEST_0270,Kitulgala Grand National Park,Wildlife,Sabaragamuwa Province,6.360523,80.35987,False,4.0,271,Year-Round,47,11,38,79,False,66.2
DEST_0271,Mount Lavinia Grand Viharaya,Heritage & Culture,Western Province,7.210206,79.950314,False,4.0,142,Year-Round,47,17,72,38,True,61.7
DEST_0272,Mount Lavinia Secret Reserve,Wildlife,Western Province,6.984049,79.93028,True,4.9,172,Year-Round,49,0,40,84,True,78.5
DEST_0273,Matara Royal Fortress,Heritage & Culture,Southern Province,6.106983,80.344501,False,3.9,201,Year-Round,60,16,47,80,True,70.8
DEST_0274,Hatton Ancient Viharaya,Heritage & Culture,Central Province,7.449426,80.695693,False,4.1,274,Year-Round,33,7,49,35,True,70.0
DEST_0275,Mullaitivu Hidden Gap,Nature & Viewpoint,Northern Province,8.950575,79.851229,False,4.4,201,Year-Round,35,4,75,73,True,73.8
